,Year,School,sum_PER,sum_WS,sum_WS/40,sum_PProd,sum_FT,sum_TS%,sum_PTS
35,2011,Belmont Bruins,178.9,19.7,1.99,1412.0,13.9,5.26,71.4
36,2011,Kentucky Wildcats,110.4,11.6,0.82,1178.0,14.9,3.88,73.5
37,2011,Michigan State Spartans,140.0,7.8,0.77,1086.0,12.6,5.01,61.7
38,2011,Purdue Boilermakers,138.0,13.1,1.11,1291.0,15.2,4.68,72.7
39,2011,Wisconsin Badgers,146.8,12.6,0.97,1193.0,12.7,4.94,67.2
40,2011,Alabama-Birmingham Blazers,131.8,10.1,1.08,1077.0,12.2,4.71,71.1
41,2011,Washington Huskies,151.4,12.6,1.22,1420.0,14.3,4.92,81.1
42,2011,Oakland Golden Grizzlies,170.8,15.3,1.36,1593.0,18.3,5.39,89.9
43,2011,Bucknell Bison,158.1,10.7,1.42,989.0,16.2,5.02,72.7
44,2011,St. Peter's Peacocks,122.0,11.2,1.08,1133.0,14.8,4.32,66.1
45,2011,Texas A&M Aggies,140.9,8.9,1.0,1024.0,15.4,4.72,65.3
46,2011,Florida State Seminoles,142.1,8.9,1.07,983.0,13.4,4.89,68.2
47,2011,Gonzaga Bulldogs,177.6,11.1,1.5,1014.0,17.0,5.22,74.0
48,2011,UNC Tar Heels,145.2,10.9,1.19,1155.0,14.6,4.44,76.0
49,2011,Richmond Spiders,179.9,11.2,1.54,1092.0,13.7,4.96,70.3
50,2011,Butler Bulldogs,144.1,12.3,1.12,1268.0,13.5,4.78,72.4
51,2011,Morehead State Eagles,133.5,12.8,1.14,1252.0,16.3,4.9,71.2
52,2011,Michigan Wolverines,123.5,8.0,0.7,1162.0,9.7,4.96,64.6
53,2011,Kansas Jayhawks,174.2,12.4,1.38,1242.0,15.9,5.29,82.6
54,2011,Utah State Aggies,152.6,14.9,1.59,1118.0,15.4,4.98,70.9
55,2011,UNLV Rebels,148.5,10.3,1.18,1110.0,15.0,4.63,71.6
56,2011,Georgetown Hoyas,185.4,9.0,1.55,1130.0,14.9,5.5,66.8
57,2011,Alabama State Hornets,143.3,10.3,1.26,1026.0,17.3,4.71,65.2
58,2011,Vanderbilt Commodores,129.9,9.3,0.81,1173.0,18.3,4.67,75.2
59,2011,Texas Longhorns,137.5,13.9,1.41,1154.0,17.2,4.74,72.4
60,2011,Georgia Bulldogs,131.3,9.5,0.92,1095.0,14.7,4.57,69.7
61,2011,LIU-Brooklyn Blackbirds,160.7,13.3,1.34,1442.0,17.8,4.99,80.7
62,2011,VCU Rams,165.6,10.5,1.16,1090.0,15.0,4.99,70.1
63,2011,Boston University Terriers,124.5,10.4,1.01,1041.0,15.4,4.46,68.2
64,2011,Little Rock Trojans,136.8,7.2,0.91,990.0,14.4,4.69,64.9
65,2011,Notre Dame Fighting Irish,164.9,11.6,1.08,1281.0,16.5,5.45,74.3
66,2011,Missouri Tigers,149.6,9.3,1.01,1203.0,15.5,4.94,75.7
67,2011,George Mason Patriots,167.8,15.7,1.56,1305.0,15.6,5.06,73.9
68,2012,Colorado Buffaloes,127.0,10.7,0.98,1190.0,15.0,4.76,66.5
69,2012,Davidson Wildcats,175.1,16.2,1.65,1375.0,17.1,4.97,78.9
70,2012,Alabama Crimson Tide,144.4,9.4,1.14,960.0,14.0,4.69,71.9
71,2012,Detroit Titans,130.7,10.4,0.94,1219.0,17.7,4.32,69.7
